timestamp,machine_id,lot_id,panel_id,is_read
2026-08-02 17:57:51.014,WIR-Decoatbake-01-UL,1260624079000,12606240790002B134,TRUE
2026-08-02 19:54:19.412,LIN-OUTDEV-01-L,1260627140000,126062714000001002,TRUE
2026-08-02 15:37:59.637,WIR-Decoatbake-01-L,1260624079010,12606240790002B179,TRUE
2026-08-02 15:30:48.672,SMK-LEGTUN-01-UL,,Error_202608022230486723,FALSE
2026-08-02 13:06:20.628,LIN-INNDES-02-L,,Error_202608022006206282,FALSE
2026-08-02 08:56:50.351,LIN-OUTVAP-01-UL,,Error_202608021556503512,FALSE
2026-08-02 19:54:19.412,LIN-OUTDEV-01-L,1260627140000,126062714000001002,TRUE
2026-08-02 17:57:51.014,WIR-Decoatbake-01-UL,1260624079000,12606240790002B134,TRUE
2026-08-02 08:56:50.351,LIN-OUTVAP-01-UL,,Error_202608021556503512,FALSE
2026-08-02 15:37:59.637,WIR-Decoatbake-01-L,1260624079010,12606240790002B179,TRUE
2026-08-02 13:06:20.628,LIN-INNDES-02-L,,Error_202608022006206282,FALSE
2026-08-02 15:30:48.672,SMK-LEGTUN-01-UL,,Error_202608022230486723,FALSE
2026-08-02 17:57:51.014,WIR-Decoatbake-01-UL,1260624079000,12606240790002B134,TRUE
2026-08-02 19:54:19.412,LIN-OUTDEV-01-L,1260627140000,126062714000001002,TRUE
2026-08-02 15:30:48.672,SMK-LEGTUN-01-UL,,Error_202608022230486723,FALSE
