timestamp,machine_id,lot_id,panel_id,is_read
2026-08-05 04:47:52.177,SMK-BRU-01-L,1260706036040,126070603600001034,TRUE
2026-08-05 04:47:50.586,LIN-INNLDI-01-L,1260803041000,126080304100010070,TRUE
2026-08-05 04:47:48.422,WIR-Pretreatment-01-L,1260713001010,126071300100049134,TRUE
2026-08-05 04:47:45.676,LIN-INNTRE-01-UL,1260803043000,126080304300002059,TRUE
2026-08-05 04:47:46.146,AOI-PEP-01-L,1260801097000,126080109700010001,TRUE
2026-08-05 04:47:45.271,LIN-OUTDES-01-UL,1260620139030,126062013900001007,TRUE
2026-08-05 04:47:44.420,WIR-SE-01-UL,1260725015010,M0960013A2000G-0607,TRUE
2026-08-05 04:47:44.396,AOI-PEP-01-UL,1260801097000,126080109700010034,TRUE
2026-08-05 04:47:44.342,SMK-BRU-02-UL,1260711018020,126071101800001071,TRUE
2026-08-05 04:47:47.364,SMK-BRU-01-UL,1260706036040,126070603600001017,TRUE
2026-08-05 04:47:37.646,LIN-OUTDES-01-L,1260620139030,126062013900001013,TRUE
2026-08-05 04:47:33.515,CPP-Horizontalplating-01-UL,1260730105000,12606290010002B051,TRUE
2026-08-05 04:47:25.218,WIR-Pretreatment-01-UL,1260713001010,126071300100049175,TRUE
2026-08-05 04:47:30.044,WIR-SE-01-L,1260725015010,M0960013A2000G-0607,TRUE
2026-08-05 04:47:24.430,ELC-PUL-02-L,1260709049020,126070904900001037,TRUE
2026-08-05 04:47:11.793,SMK-TUN-01-L,1260711042000,126071104200001003,TRUE
2026-08-05 04:47:34.997,ELC-DEP-01-UL,1260619080050,126061908000001061,TRUE
2026-08-05 04:47:01.027,SMK-SPR-01-L,1260610050000,126061005000001024,TRUE
2026-08-05 04:47:02.155,CPP-Patternplating-01-UL,1260711011000,126071101200049015,TRUE
2026-08-05 04:46:09.748,WIR-Vdevelop-01-L,1260626079000,12606260790002B004,TRUE
2026-08-05 04:45:54.951,LSR-Debrowning-01-L,1260711001000,12607110010003G030,TRUE
2026-08-05 04:44:33.288,ELC-PUL-01-UL,1260711102020,126071110200001030,TRUE
2026-08-05 04:43:54.839,WIR-LDI-01-L,,126071300100049027,TRUE
2026-08-05 04:45:07.574,CPP-VCP-01-L,1260709070000,126072700200400102,TRUE
2026-08-05 04:42:02.590,LSR-Debrowning-01-UL,1260711001000,12607110010003G023,TRUE
2026-08-05 04:42:24.868,WIR-LDI-01-UL,,12606201610011C255,TRUE
2026-08-05 04:42:59.010,WIR-Vdevelop-01-UL,1260704001010,"12607040010003A166,BB",TRUE
2026-08-05 04:41:11.254,CPP-Patternplating-01-L,1260711012010,126071100800400052,TRUE
