timestamp,machine_id,lot_id,panel_id,is_read
2026-08-04 01:16:07.142,GLD-IR-01-UL,,Error_202608040816071427,FALSE
2026-08-04 01:16:05.596,SMK-TUN-01-UL,1260630300000,126070803400001043,TRUE
2026-08-04 01:15:50.483,LIN-INNTRE-02-UL-2,,126080109700010077,TRUE
2026-08-04 01:15:51.608,LIN-INNTRE-02-UL-1,,Error_202608040815516089,FALSE
2026-08-04 01:16:02.103,CPP-Patternplating-01-L,1260619001010,12606190010001C179,TRUE
2026-08-04 01:16:01.962,CPP-Horizontalplating-01-UL,1260606004010,126071601100058175,TRUE
2026-08-04 01:15:42.563,ELC-PUL-01-L,1260630342000,126063034200001064,TRUE
2026-08-04 01:14:39.231,ELC-PUL-02-UL,1260626078030,126062607800001069,TRUE
2026-08-04 01:13:44.317,LIN-OUTTRE-01-UL,1260710007000,126063031800001058,TRUE
2026-08-04 01:13:14.561,GLD-IR-01-L,,126063030000001015,TRUE
2026-08-04 01:13:04.031,WIR-Decoatbake-01-UL,1260630180000,12606301800003A010,TRUE
2026-08-04 01:12:58.700,LSR-Debrowning-01-UL,1260714071000,126071407100029002,TRUE
2026-08-04 01:11:47.917,WIR-Pretreatment-01-UL,1260714001000,126071400100058014,TRUE
2026-08-04 01:08:24.795,WIR-Decoatbake-01-L,1260702011000,12607020110003A132,TRUE
2026-08-04 01:10:28.334,CPP-Patternplating-01-UL,1260711011000,Error_202608040810283342,FALSE
2026-08-04 01:06:57.661,LSR-Debrowning-01-L,1260714071000,126071407100029002,TRUE
2026-08-04 01:04:07.416,WIR-Pretreatment-01-L,1260714001000,126071400100058001,TRUE
2026-08-04 00:57:46.438,WIR-TrayCleaning-01-L,,,FALSE
2026-08-04 00:58:56.382,ELC-PUL-01-UL,1260711120020,126071112000001072,TRUE
2026-08-04 01:00:55.289,LIN-INNTRE-01-UL,1260801095000,126080109500006080,TRUE
2026-08-04 00:56:46.188,AOI-PEP-01-L,1260801022000,126080102700002039,TRUE
2026-08-04 00:56:42.504,LIN-INNLDI-01-L,1260801076000,126080107600004048,TRUE
2026-08-04 00:53:56.149,ELC-TRE-01-L,1260720086000,126072008600001027,TRUE
2026-08-04 01:01:16.408,LIN-OUTTRE-01-L,1260630318050,126063031800001019,TRUE
2026-08-04 00:53:24.184,LAM-BOP-02-UL,1260731017000,126073101700012015,TRUE
2026-08-04 00:55:19.405,ELC-DEP-01-UL,1260630306000,126063030600001043,TRUE
2026-08-04 00:51:46.131,AOI-PEP-01-UL,1260801022000,Error_202608040751461315,FALSE
2026-08-04 00:57:39.364,ELC-TRE-01-UL,1260720086000,126072008600001027,TRUE
2026-08-04 00:50:31.194,ROU-RIN-01-UL,,Error_202608040750311949,FALSE
2026-08-04 00:47:39.601,LIN-OUTDES-01-UL,1260709031020,126070903100001062,TRUE
2026-08-04 00:53:41.990,SMK-SPR-01-L,1260708052000,126070805200001068,TRUE
2026-08-04 00:45:37.154,LIN-OUTDES-01-L,1260709031020,126070903100001034,TRUE
2026-08-04 00:44:08.674,ELC-RED-01-UL,1260706054000,126070605400001036,TRUE
2026-08-04 00:40:57.168,SMK-BRU-02-UL,1260709043020,126071106600001073,TRUE
2026-08-04 00:46:06.608,LAM-BOP-02-L,1260731017000,126073101700012015,TRUE
2026-08-04 00:43:54.941,WIR-LDI-01-UL,,126070700200049122,TRUE
2026-08-04 00:44:03.020,CPP-Horizontalplating-01-L,1260716011010,126072501300400081,TRUE
2026-08-04 00:40:37.266,GLD-RinseENEPIG-01-UL,,12606130030001C234,TRUE
2026-08-04 00:37:44.478,WIR-LDI-01-L,,126070700200049122,TRUE
2026-08-04 00:28:26.987,SMK-BRU-02-L,1260711066020,126071106600001073,TRUE
2026-08-04 00:29:55.277,SMK-DIX-01-L,1260709025000,126070902500001062,TRUE
2026-08-04 00:17:30.467,LAM-BOP-01-L,1260730040000,Error_202608040717304676,FALSE
2026-08-04 00:14:00.527,LIN-INNDES-02-UL,,126080105300006006,TRUE
2026-08-04 00:07:06.545,ELC-DEP-01-L,1260630306000,126063030600001043,TRUE
2026-08-04 00:34:19.627,ELC-RED-01-L,1260706054020,126070605400001036,TRUE
2026-08-04 00:00:50.248,LIN-INNDES-02-L,,126080105300006001,TRUE
2026-08-04 00:05:18.953,ELC-PUL-02-L,1260626078030,126062607800001059,TRUE
2026-08-04 01:16:41.067,GLD-IR-01-UL,,Error_202608040816410671,FALSE
2026-08-04 01:16:26.074,CPP-Horizontalplating-01-UL,1260606004010,126071601100058176,TRUE
2026-08-04 01:16:38.457,ELC-PUL-01-L,1260630342000,126063034200001062,TRUE
2026-08-04 01:16:16.045,LIN-INNTRE-02-UL-1,,Error_202608040816160458,FALSE
2026-08-04 01:16:14.733,LIN-INNTRE-02-UL-2,,126080109700010079,TRUE
2026-08-04 01:14:39.231,ELC-PUL-02-UL,1260626078030,126062607800001069,TRUE
2026-08-04 00:40:37.266,GLD-RinseENEPIG-01-UL,,12606130030001C234,TRUE
2026-08-04 01:16:55.701,CPP-Patternplating-01-L,1260619001010,12606190010001C181,TRUE
2026-08-04 01:16:49.591,CPP-Horizontalplating-01-UL,1260606004010,126071601100058177,TRUE
2026-08-04 00:29:55.277,SMK-DIX-01-L,1260709025000,126070902500001062,TRUE
2026-08-04 01:17:13.500,CPP-Horizontalplating-01-UL,1260606004010,126071601100058178,TRUE
2026-08-04 01:16:58.474,SMK-TUN-01-UL,1260630300000,126070803400001075,TRUE
2026-08-04 01:17:29.000,LIN-INNTRE-02-UL-1,,Error_202608040817290009,FALSE
2026-08-04 01:17:22.538,SMK-TUN-01-UL,1260630300000,126070803400001017,TRUE
2026-08-04 01:17:34.082,ELC-PUL-01-L,1260630342000,126063034200001063,TRUE
2026-08-04 01:17:17.412,GLD-IR-01-UL,,Error_202608040817174126,FALSE
2026-08-04 01:17:37.016,CPP-Horizontalplating-01-UL,1260606004010,126071601100058179,TRUE
2026-08-04 01:08:24.795,WIR-Decoatbake-01-L,1260702011000,12607020110003A132,TRUE
2026-08-04 00:58:56.382,ELC-PUL-01-UL,1260711120020,126071112000001072,TRUE
2026-08-04 01:17:53.285,LIN-INNTRE-02-UL-1,,Error_202608040817532852,FALSE
2026-08-04 01:17:51.722,LIN-INNTRE-02-UL-2,,126080109800012001,TRUE
2026-08-04 01:17:49.330,CPP-Patternplating-01-L,1260619001010,12606190010001C197,TRUE
2026-08-04 01:18:01.064,CPP-Horizontalplating-01-UL,1260606004010,126071601100058180,TRUE
2026-08-04 01:18:03.366,SMK-TUN-01-UL,1260630300000,126070803400001054,TRUE
2026-08-04 01:17:53.285,LIN-INNTRE-02-UL-1,,Error_202608040817532852,FALSE
2026-08-04 01:17:54.022,GLD-IR-01-UL,,Error_202608040817540229,FALSE
2026-08-04 01:18:25.176,CPP-Horizontalplating-01-UL,1260606004010,126072501300400042,TRUE
2026-08-04 01:18:17.020,LIN-INNTRE-02-UL-1,,Error_202608040818170201,FALSE
2026-08-04 01:18:16.629,LIN-INNTRE-02-UL-2,,126080109800012004,TRUE
2026-08-04 01:00:55.289,LIN-INNTRE-01-UL,1260801095000,126080109500006080,TRUE
2026-08-04 01:18:42.771,CPP-Patternplating-01-L,1260619001010,12606190010001C188,TRUE
2026-08-04 01:18:29.756,ELC-PUL-01-L,1260630342000,126063034200001073,TRUE
2026-08-04 01:18:41.864,LIN-INNTRE-02-UL-1,,Error_202608040818418647,FALSE
2026-08-04 01:18:28.274,SMK-TUN-01-UL,1260630300000,126070803400001021,TRUE
2026-08-04 01:18:27.749,GLD-IR-01-UL,,Error_202608040818277497,FALSE
2026-08-04 01:18:25.176,CPP-Horizontalplating-01-UL,1260606004010,126072501300400042,TRUE
2026-08-04 01:14:39.231,ELC-PUL-02-UL,1260626078030,126062607800001069,TRUE
2026-08-04 01:19:05.412,LIN-INNTRE-02-UL-1,,Error_202608040819054124,FALSE
2026-08-04 01:19:00.351,WIR-Decoatbake-01-UL,1260630180010,12606301800003A131,TRUE
2026-08-04 01:18:48.927,CPP-Horizontalplating-01-UL,1260606004010,126072501300400092,TRUE
2026-08-04 01:19:25.638,ELC-PUL-01-L,1260630342000,126063034200001045,TRUE
2026-08-04 01:19:14.215,AOI-PEP-01-L,1260801022000,126080102700002069,TRUE
2026-08-04 01:19:09.048,SMK-TUN-01-UL,1260630300000,126070803400001058,TRUE
2026-08-04 01:10:28.334,CPP-Patternplating-01-UL,1260711011000,Error_202608040810283342,FALSE
2026-08-04 00:46:06.608,LAM-BOP-02-L,1260731017000,126073101700012015,TRUE
2026-08-04 01:19:39.720,GLD-RinseENEPIG-01-UL,,Error_202608040819397203,FALSE
2026-08-04 01:19:36.495,CPP-Patternplating-01-L,1260619001010,12606190010001C189,TRUE
2026-08-04 01:19:34.069,SMK-TUN-01-UL,1260630300000,126070803400001080,TRUE
2026-08-04 01:19:29.415,LIN-INNTRE-02-UL-1,,Error_202608040819294150,FALSE
2026-08-04 01:19:28.305,LIN-INNTRE-02-UL-2,,126080109800012006,TRUE
2026-08-04 01:19:50.896,GLD-IR-01-UL,,126063030000001056,TRUE
2026-08-04 01:19:45.620,WIR-Pretreatment-01-UL,1260714001000,126071400100058011,TRUE
2026-08-04 01:19:45.307,WIR-Decoatbake-01-UL,1260630180010,12606301800003A130,TRUE
2026-08-04 01:20:17.189,GLD-RinseENEPIG-01-UL,,Error_202608040820171892,FALSE
2026-08-04 01:20:17.168,LIN-INNTRE-02-UL-2,,126080109800012010,TRUE
2026-08-04 01:20:14.494,SMK-TUN-01-UL,1260630300000,126070803400001028,TRUE
2026-08-04 01:20:07.511,WIR-Pretreatment-01-UL,1260714001000,126071400100058012,TRUE
2026-08-04 01:19:54.261,LIN-INNTRE-02-UL-1,,Error_202608040819542614,FALSE
2026-08-04 01:19:54.135,WIR-Pretreatment-01-L,1260714001000,126060515600400039,TRUE
2026-08-04 01:19:36.495,CPP-Patternplating-01-L,1260619001010,12606190010001C189,TRUE
2026-08-04 01:20:30.026,CPP-Patternplating-01-L,1260619001010,12606190010001C190,TRUE
2026-08-04 01:20:30.182,WIR-Decoatbake-01-UL,1260630180010,12606301800003A129,TRUE
